user_id,name,age,email,address,device_type,listening_time,subscription_type,subscription_category
215,Grace Perry,44,mthompson@example.org,"6972 Warren Fall Apt. 668, Lake Elizabeth, KS 31870",Mobile,8471,Free,3 Month
216,Rebecca Martinez,44,grantharris@example.net,"Unit 0329 Box 8483, DPO AE 13573",Desktop,9962,Family,Monthly
217,Jared James,44,aday@example.com,"6390 Jared Trail Apt. 366, Jenniferview, NH 49054",Desktop,2974,Premium,Monthly
218,Timothy Irwin,44,hillmiranda@example.net,"596 Ramirez Lane, Debrachester, NV 06719",Desktop,2858,Premium,Yearly
219,Pedro Cox,44,vjohnson@example.com,"490 Marcus Greens, Lake Sydney, IN 49829",Desktop,7385,Family,Yearly
220,Erin Estes,44,john81@example.net,"819 Phillips Isle, New Hailey, GU 08089",Mobile,2235,Premium,Yearly
221,Christopher Jones,44,andrewmurray@example.org,"2193 Haley Junctions, Bennettstad, ND 60303",Mobile,6053,Premium,3 Month
222,Angela Jones,48,xpham@example.com,"86301 Burns Ferry, West Bernard, VA 21925",Desktop,4399,Family,Monthly
223,Madison Schneider,56,rachel21@example.net,"483 Thomas Glens Apt. 636, Bishopton, VT 05150",Tablet,3259,Premium,Monthly
224,Lisa Austin,44,pauljones@example.org,"137 Tracey Trail Suite 354, Port Stephanie, SC 79505",Desktop,2107,Free,Yearly
225,Colin Bird,22,kevinchan@example.com,"885 Lynn Freeway Apt. 615, Savageberg, VT 35430",Mobile,2540,Family,Yearly
226,Eric Thomas,30,larry90@example.net,"347 Lawrence Via Suite 793, Lake Christopher, MT 06099",Desktop,8722,Free,Monthly
227,Sheila Walters,64,duane67@example.com,"58282 Oliver Course, Bradleybury, WV 25386",Desktop,224,Free,Monthly
228,Paul Miller,44,vernon89@example.org,"717 Eric Light Apt. 635, East Wendy, CT 56722",Desktop,4598,Premium,3 Month
229,Shannon Johnson,61,fletcherjulie@example.org,"722 Ryan Course, Hollowaymouth, SD 44793",Desktop,8622,Premium,3 Month
230,Aaron Barnes,51,gonzalezjacob@example.net,"536 Krueger Plains, Port Jamie, MT 02300",Tablet,1931,Premium,3 Month
231,Kimberly Brown,64,april03@example.com,"PSC 0662, Box 4226, APO AP 63505",Desktop,4425,Premium,Yearly
232,Tammie Wheeler,44,jamie26@example.com,"332 Ramos Vista Apt. 933, North Anita, VT 76255",Tablet,9259,Premium,Monthly
233,Christina Larson,44,thomasglenda@example.org,"72544 Brown Glens, New Johnborough, NV 37999",Tablet,3112,Free,Yearly
234,Thomas Brown,46,thomasrobert@example.org,"844 Drew Groves Apt. 317, Lake Lindsey, WV 23076",Desktop,4655,Free,Monthly
235,John Rodriguez,35,david25@example.net,"451 Hawkins Island Suite 768, New Nancy, TX 23102",Desktop,3088,Premium,Yearly
236,Mark Ramirez,70,christopher15@example.org,"PSC 7314, Box 4988, APO AP 35279",Desktop,7382,Premium,Yearly
237,Nicole Rios,33,david68@example.com,"79197 Debra Turnpike Suite 823, Moralesville, FM 65708",Mobile,1810,Family,Monthly
238,Clayton Williams,36,ljohnson@example.org,"PSC 1153, Box 8691, APO AA 37917",Mobile,2491,Premium,Monthly
239,Jacqueline Graves,44,qstark@example.org,"63565 Robert Branch, Martinport, ID 88004",Mobile,846,Free,3 Month
240,Ronald Nash,22,gmorgan@example.com,"722 Veronica River, Kington, VA 73187",Tablet,6937,Free,Yearly
241,John Lewis,35,castrosophia@example.net,"45412 Alan Forge Apt. 040, Hendersonbury, VI 20660",Tablet,4006,Premium,Monthly
242,Brian Obrien,19,mlandry@example.org,"82277 Collins Unions Suite 929, South Gabrielletown, IN 51011",Mobile,9997,Family,Yearly
243,Janet Fritz,44,richard52@example.net,"PSC 9154, Box 4630, APO AA 23814",Tablet,3855,Free,Monthly
244,Crystal Salazar,62,lvazquez@example.net,"58126 Jackson Well, North Johnborough, TN 80246",Mobile,7027,Free,Monthly
245,Joseph Dudley,24,maychristopher@example.org,"USNS Cervantes, FPO AP 53071",Desktop,5932,Premium,Yearly
246,Victor Miller,25,harmondonald@example.net,"7133 Sheila Highway, Leonardmouth, MA 79424",Tablet,5655,Free,Yearly
247,Brian Morales,44,lunachris@example.org,"USS Stephens, FPO AA 12696",Mobile,2113,Premium,Monthly
248,Nicole Olsen,60,mkim@example.org,"114 Mack Plaza Suite 933, Harrisland, NE 33704",Mobile,617,Free,Monthly
249,Morgan Reed PhD,44,vincentkoch@example.net,"95504 Armstrong Forks Suite 095, Lake Bruce, OR 58360",Desktop,4951,Family,Yearly
250,Joshua Savage,29,jefferyjohnson@example.org,"586 Dillon Stravenue, Abbottfort, OH 74517",Desktop,3637,Premium,Yearly
251,Kimberly Callahan,44,cartererik@example.com,"65438 Lauren Coves Apt. 410, Lake Jacobfort, MP 85680",Mobile,7792,Free,3 Month
252,Joann Stewart MD,44,robertsfrank@example.net,"26997 Ryan Stream, Smithville, MN 75705",Tablet,3748,Free,3 Month
253,Donald Davis,44,katherine78@example.com,"7765 Stephen Fields Apt. 262, North Deborahview, NH 58442",Mobile,8330,Family,Yearly
254,Tiffany Bullock,37,kinglynn@example.org,"04856 Michael Roads, North Ashlee, NY 93167",Mobile,5387,Free,Yearly
255,Tony Smith,25,erica95@example.net,"8785 William Via Suite 784, West Ashley, MI 15491",Tablet,4639,Premium,Monthly
256,Shaun Williams,27,mackenzie37@example.com,"5584 Omar Causeway Apt. 223, Christopherville, UT 91765",Mobile,521,Family,Yearly
257,Anthony Taylor,44,beverlyryan@example.org,"451 Brad Locks Suite 859, North Jenny, DC 79544",Mobile,9137,Premium,3 Month
258,Dawn Thomas,44,robertsthomas@example.org,"744 Roberts Loaf, Brandthaven, WI 11333",Desktop,2588,Family,Yearly
259,Michael Boyd,44,adam28@example.org,"Unit 2649 Box 3493, DPO AA 98594",Mobile,5474,Premium,Yearly
260,Melinda Alexander,44,salinasderek@example.net,"625 Herrera Square Apt. 377, Bellmouth, AR 72124",Desktop,8901,Premium,Yearly
261,Lee Morgan,39,mblackwell@example.org,"3128 Denise Meadows Suite 787, Rhondaside, GA 96534",Desktop,1509,Family,Yearly
262,Michael Lucas,44,irobinson@example.org,"PSC 7774, Box 8325, APO AA 31860",Desktop,4877,Free,Monthly
263,Samuel Klein,44,rebecca65@example.com,"040 Smith Camp Suite 250, Lake John, MO 49519",Tablet,1207,Premium,Yearly
264,Jose Nguyen,58,idiaz@example.net,"036 Mark Stravenue, Joelstad, LA 54094",Desktop,4817,Premium,Yearly
265,Kaitlyn Lucas,44,reneeroth@example.net,"USS Nelson, FPO AP 26019",Tablet,5273,Premium,Monthly
266,Maria Rice,19,haleymccoy@example.org,"151 Joshua Harbors Suite 874, Reidland, ND 90034",Tablet,8959,Premium,Monthly
267,James Olson,33,samantha50@example.net,"9404 Linda Parkways, North Robert, LA 45032",Tablet,8158,Premium,Yearly
268,Lori Carter,44,thompsongregg@example.org,"Unit 8966 Box 6387, DPO AA 60237",Desktop,496,Premium,3 Month
269,Ryan Tate,68,englishsarah@example.org,"558 Andersen Way, Lake Reginald, ME 39748",Desktop,3798,Premium,Monthly
270,Stanley Jones,26,pacebrooke@example.org,"11193 Gonzales Cliffs Suite 860, North Davidland, IN 51504",Mobile,8941,Premium,Monthly
271,Tyler Huber,44,wknight@example.com,"027 Simpson Hollow Suite 192, Jenkinstown, UT 54373",Desktop,9023,Premium,3 Month
272,Michael Lang,44,andersonjudy@example.org,"26887 Richardson Mission Suite 387, New Shannonville, CT 66788",Mobile,6849,Family,Yearly
273,Shaun Chapman,44,christinapalmer@example.com,"321 Patricia Lock Suite 931, South Jeffrey, ND 71332",Desktop,7921,Premium,3 Month
274,Renee Stevens,35,esmith@example.org,"250 Brendan Hollow Suite 853, Youngton, MH 56386",Mobile,1808,Family,Monthly
275,Roberto Carroll,44,logan18@example.org,"005 Barker Falls, Jonathanside, GU 35492",Tablet,1915,Free,Monthly
276,Marcus Long,44,orandolph@example.org,"648 Munoz Fords, Pruittberg, PR 97607",Desktop,5020,Premium,3 Month
277,Ashley Campbell,44,jennifermyers@example.com,"49007 Smith Run, Mandyton, AS 04613",Desktop,9416,Premium,Yearly
278,Jake Newman,44,jbarrett@example.org,"5460 Sanchez Glen Apt. 677, Olivershire, AL 34776",Desktop,5334,Family,Yearly
279,Amy Williams,29,kayla76@example.net,"17211 Valerie Street Apt. 174, Houseside, IA 66850",Desktop,2743,Family,Yearly
280,Rachel Sawyer,45,jane18@example.com,"400 Joyce Falls Apt. 736, Shelleyport, MI 00593",Mobile,979,Free,Yearly
281,Lynn Thompson,41,rhonda23@example.net,"93343 Kelly Forest Apt. 402, Port Destiny, IA 18809",Tablet,2346,Family,3 Month
282,Todd Gomez,44,erikhoffman@example.net,"506 Hester Points Apt. 502, North Melaniefort, DC 55082",Mobile,845,Premium,3 Month
283,Rebecca Warren,44,andersenjennifer@example.com,"Unit 6863 Box 6606, DPO AA 43266",Mobile,1631,Free,Monthly
284,Nathaniel Graves,31,williambarrett@example.com,"Unit 5726 Box 1354, DPO AA 81961",Tablet,2721,Family,Yearly
285,Ashley Williams,44,butlerluis@example.net,"580 Tiffany Circles Apt. 102, New Davidmouth, DE 36010",Tablet,1193,Family,Monthly
286,Barry Sutton IV,63,suttonjesse@example.com,"92277 Jimmy Mews Apt. 181, Kennethburgh, MD 02719",Desktop,1795,Premium,Yearly
287,David Moran,53,cartermichael@example.com,"530 Paige Turnpike Suite 481, Taylorberg, IL 61332",Tablet,8304,Premium,Yearly
288,Mary Fitzpatrick,44,christinemendoza@example.net,"5981 Williams Meadow, West Amandafort, RI 47646",Desktop,2440,Premium,3 Month
289,Laura Hamilton,42,simmonsanne@example.net,"14370 Fleming Garden Suite 156, South Yolanda, MA 92871",Desktop,4014,Family,Yearly
290,Stephen Michael,44,francisco72@example.com,"35630 Reeves Keys, Thomasshire, OK 45068",Desktop,2661,Free,Monthly
291,Carol Hunter,32,robertslaura@example.com,"71472 Brandi Cliffs, Valdezbury, NV 50824",Tablet,1613,Premium,Yearly
292,Chelsea Nguyen,44,vasquezjames@example.com,"9406 Romero Roads, Rebeccaborough, MA 48647",Desktop,3636,Premium,Yearly
293,Brian Harmon,63,danielelizabeth@example.org,"67711 Allison Courts Suite 720, Erinburgh, GU 99258",Mobile,9050,Family,Yearly
294,Megan Bailey,44,gonzalesjames@example.com,"22139 Morgan Mall, Port Martinchester, MH 97668",Desktop,5923,Premium,Monthly
295,Ryan Young,47,eric26@example.net,"96384 Collier Plains, Port Briannaland, TX 66422",Mobile,445,Free,Monthly
296,Kathleen Blair,41,matthew49@example.net,"3679 Janet Loaf Apt. 788, North Darinberg, NC 29061",Tablet,1189,Premium,Monthly
297,Melissa Parsons,44,gle@example.org,"Unit 5092 Box 7140, DPO AE 23637",Desktop,4098,Free,3 Month
298,Cindy Conner,44,qgraham@example.net,"7297 Rick Ford Suite 413, Lake Christopher, KY 84213",Desktop,5218,Family,Yearly
299,Shannon Petersen,44,hallandrew@example.net,"2659 Gonzalez Burg, Markhaven, WV 83346",Mobile,8213,Premium,3 Month
300,George Cummings,49,diane88@example.net,"919 Brooke Villages Suite 333, Cohentown, CO 19624",Mobile,9520,Premium,Yearly
301,Mark Green,44,annatodd@example.org,"17473 Roberta Dale Suite 548, Brandonville, NC 01217",Desktop,9546,Free,Monthly
302,Jacob Tran,29,kfreeman@example.com,"5698 Tiffany Island Apt. 399, Caldwellfort, SD 57476",Desktop,5726,Free,Monthly
303,Jessica Steele,27,jessicastanton@example.net,"6067 Isabella Inlet, Lake Pamelachester, NM 32246",Desktop,5991,Premium,Monthly
304,Kelli Dennis,44,stacyhoward@example.org,"169 Bird Lodge Suite 318, North Alan, LA 99581",Mobile,7238,Premium,Yearly
305,John Higgins,44,greenemichael@example.com,"USNV Mcfarland, FPO AE 35304",Desktop,4017,Premium,3 Month
306,Deborah Duarte,44,debbie30@example.com,"09865 Moran Shoal Suite 465, Lake Christopher, IN 56717",Mobile,5746,Family,3 Month
307,Denise Keith,58,lauren88@example.com,"5426 Brittany Passage, Kimview, MS 96795",Desktop,6821,Free,3 Month
308,Jessica Smith,53,muellerevelyn@example.net,"527 Elizabeth Centers, Lake Raymondfurt, VI 31998",Desktop,5208,Family,Monthly
309,Anna Bond,44,milleralyssa@example.com,"382 Brown Common Suite 165, South Dennisshire, GA 15376",Mobile,9947,Premium,Yearly
310,Lawrence Mcconnell,29,fnichols@example.com,"285 Alexander Divide, Olivershire, NH 68451",Desktop,3663,Premium,Yearly
311,Jacob Palmer,28,deborahlewis@example.org,"511 Price Gardens, East Margaretchester, WI 21540",Desktop,8228,Premium,3 Month
312,David Holmes,44,georgevelez@example.com,"21888 Nolan Road, Lake Timothyview, VI 96455",Desktop,2751,Free,Monthly
313,Kenneth Armstrong,41,romerooscar@example.net,"Unit 5848 Box 9196, DPO AP 69909",Tablet,3023,Free,Monthly
314,Danny Cox,44,zcasey@example.net,"87258 Keller Isle Apt. 394, Melissashire, AZ 73624",Mobile,5974,Free,Monthly
315,Judith Shaw,44,lambmelissa@example.org,"96281 Meza Squares, New Andrewshire, VA 10609",Mobile,9332,Premium,Monthly
316,Melissa Cobb,22,vaughnjennifer@example.com,"412 Miller Branch Apt. 301, Christopherfort, MH 68485",Tablet,9444,Family,Monthly
317,Rhonda Barajas,52,nnorman@example.com,"51457 Angela Bridge Suite 575, Lake Peterville, OK 47329",Desktop,2296,Premium,Monthly
318,Ellen Thompson,44,knappkevin@example.org,"PSC 8083, Box 5822, APO AP 59513",Desktop,491,Premium,Monthly
319,Mary Lopez,44,valdezcharles@example.net,"52936 Nguyen Rapid Suite 561, Tracishire, WY 11726",Tablet,1255,Free,Monthly
320,Larry Harvey,50,broberts@example.org,"279 Melissa Vista, New Sonyaport, CO 66929",Mobile,660,Free,3 Month
321,Julie Larsen,33,stevenjones@example.com,"50824 Mitchell Plaza Suite 614, Griffinshire, WI 72352",Mobile,8056,Family,Monthly
322,Tiffany Vazquez,44,danielclark@example.net,"974 Caleb Springs Apt. 587, South Debra, AR 58637",Desktop,3357,Premium,Monthly
323,Donald Wright,44,samantha80@example.com,"Unit 1568 Box 2062, DPO AE 22428",Tablet,2222,Premium,Yearly
324,Thomas Allen,36,ibarrakimberly@example.org,"34273 Eric Forge, West Charles, OR 26493",Mobile,2315,Family,Monthly
325,Mark Campos,27,rodriguezcheyenne@example.net,"4004 Schmidt Plaza, Lake Amandafurt, GA 66500",Tablet,7172,Premium,Yearly
326,Christopher Morris,67,carterernest@example.net,"45782 Dorsey Loop Apt. 567, East Leslieville, AL 35329",Mobile,1871,Premium,Yearly
327,Jonathan Miller,44,nmartin@example.org,"97698 Michael Plaza Apt. 366, Karenland, WY 28587",Mobile,2782,Free,3 Month
328,Lisa Joseph,44,pnelson@example.org,"03923 Edward Overpass Suite 627, South Jordanshire, UT 88843",Mobile,2907,Premium,Yearly
329,Karen Brown,25,steven79@example.com,"352 Richardson Place Suite 095, Amyshire, OK 70438",Desktop,2921,Family,3 Month
330,Brian Simmons,19,sabrina80@example.net,"Unit 7956 Box 6665, DPO AE 61191",Mobile,732,Premium,Yearly
331,William Garza,44,bonnie07@example.org,"7131 Phillips Views, North Ricardo, PW 34161",Mobile,2821,Premium,3 Month
332,Jennifer Davenport,33,vanessa79@example.org,"96385 Amy Cape, Amberberg, CT 90864",Tablet,6495,Family,Monthly
333,Maurice Johnson,44,alanbradford@example.net,"86439 James Forges Apt. 711, Kimberlyside, IL 10920",Tablet,3482,Family,3 Month
334,Barry Smith,44,cynthiayoder@example.com,"31224 Veronica Summit Suite 228, Scottport, MT 80997",Mobile,5655,Premium,Monthly
335,Scott Anderson,53,daniel46@example.com,"86458 Aaron Landing, Taylorview, GA 84307",Mobile,2503,Family,3 Month
336,Barry Gomez,44,unelson@example.org,"PSC 7288, Box 2373, APO AP 33620",Tablet,147,Premium,3 Month
337,Dan Pearson,46,akaufman@example.com,"6846 Hanson Squares Suite 893, Port Jamesmouth, SD 53969",Mobile,1009,Family,Monthly
338,Krista Lewis,44,christophermolina@example.net,"50574 Linda Garden Suite 078, Dianechester, CA 65995",Tablet,8352,Family,Monthly
339,Jason Harrison,58,vaughnbrandon@example.com,"285 Kenneth Prairie Suite 765, Kaitlynbury, PW 22740",Desktop,3706,Family,Monthly
340,Karen Roman,30,oadams@example.org,"7765 Sanchez Mission Apt. 386, West Kimberly, PW 04614",Mobile,1147,Premium,3 Month
341,James Jones,44,ygraham@example.net,"51703 Barker Forges Suite 598, East Allison, GA 66604",Desktop,2024,Free,Monthly
342,Martin Goodwin,67,michaelholmes@example.net,"14284 Natasha Pike, Aprilbury, MP 58651",Desktop,8028,Free,Yearly
343,Gregory Arnold,47,aporter@example.net,"142 Theresa Meadow Suite 948, Rogersbury, RI 39044",Desktop,9772,Family,Yearly
344,Alyssa Trujillo,44,wdiaz@example.net,"Unit 2166 Box 5205, DPO AP 77446",Mobile,4162,Free,3 Month
345,Kristopher Lopez DDS,44,jeffreyweaver@example.com,"28293 Lori Drive, Floresburgh, LA 05613",Mobile,4153,Free,3 Month
346,Charles Pope,20,eugene12@example.org,"1292 Glenn Manor, East Michaelborough, ME 14317",Tablet,5666,Free,3 Month
347,April Mora,18,vasquezjessica@example.net,"764 Daniels Orchard, Angelafurt, MA 44138",Mobile,7880,Free,Yearly
348,Julie Bishop,44,vstone@example.com,"1391 Richard Loaf Suite 039, Karenside, TX 66640",Mobile,3964,Premium,3 Month
349,David Patel,44,wluna@example.com,"1418 Nichols Rapid Suite 492, Kathyberg, WA 02780",Desktop,7865,Free,Monthly
350,John Parker,44,sean16@example.org,"43813 Dennis Circles Suite 096, South Tracyton, MO 08644",Mobile,4589,Premium,3 Month
351,Patrick Chapman,37,careyamanda@example.com,"01279 Whitney Freeway, East Courtney, SD 15673",Tablet,8379,Family,Yearly
352,Stephen Henry,44,hilldouglas@example.net,"98248 Lucas Manors, Weberport, SD 45982",Mobile,4308,Free,3 Month
353,Olivia Robinson,56,hhartman@example.com,"8002 Amy Crossroad, South Bill, AZ 01083",Tablet,5165,Free,3 Month
354,Michael Roberson,25,moralesbenjamin@example.net,"8845 Courtney Harbors, East Richardshire, SC 73313",Desktop,9319,Premium,3 Month
355,Brandon Fox,42,ybush@example.net,"03182 Lee Villages, West Laura, PW 24655",Desktop,5284,Premium,3 Month
356,Paul Martinez,39,moorejean@example.net,"22189 Brian Cliff, South Jeffrey, NY 95786",Tablet,3629,Free,3 Month
357,Tyler Jones,44,darrenmendez@example.net,"USS Vaughn, FPO AP 48510",Tablet,5170,Free,3 Month
358,Timothy Colon,44,veronicarussell@example.com,"078 Johnson Squares, New Paulside, MI 37863",Mobile,2740,Premium,3 Month
359,David Jackson,44,ovaldez@example.com,"52469 Jamie Field, Shanefort, MN 68359",Desktop,4947,Family,3 Month
360,Lisa Sullivan,44,crawfordgabriella@example.net,"280 Shelly Rapids Apt. 067, Lake Theresa, ME 65253",Mobile,909,Family,Monthly
361,Deborah Sullivan,44,donnawong@example.net,"765 Smith Street Apt. 072, Dayhaven, VT 54754",Tablet,2031,Premium,Monthly
362,Philip Beck,44,mgreene@example.net,"27053 Miller Forks, West Anna, OK 13774",Mobile,3551,Family,Monthly
363,Samantha Fernandez,20,reedmatthew@example.org,"1333 Vasquez Neck Apt. 039, Hallhaven, AL 10397",Tablet,6560,Family,3 Month
364,Lauren Shepherd,44,melissa74@example.net,"6824 Tamara Hollow Suite 366, Marvinshire, IN 18920",Mobile,4322,Family,Yearly
365,Logan Becker,41,gatesbenjamin@example.com,"7640 Luke Inlet, New Erinchester, KS 87784",Desktop,5368,Premium,Monthly
366,Troy Gutierrez,44,xholland@example.net,"08744 Miller Knoll, West Joel, AS 94290",Mobile,5251,Premium,Monthly
367,Charles Flores,44,deannasanchez@example.org,"8055 Blankenship Bypass, East Danielleport, SD 63147",Desktop,527,Premium,Monthly
368,Kelly Trujillo,44,amberross@example.org,"209 King Port, New Elizabethtown, NJ 92907",Mobile,1417,Free,Yearly
369,Kathleen Riley,44,jimmycollins@example.org,"16582 Johnson River Apt. 375, Port Pamelaburgh, NV 21253",Desktop,4536,Premium,3 Month
370,Shannon Herman,22,mollyrodgers@example.org,"5812 Jeffrey Stravenue, Jenniferville, NJ 85617",Desktop,2930,Premium,3 Month
371,Scott Hernandez,39,wendyrichardson@example.com,"2017 Maldonado Lights Suite 056, Averyview, DC 80721",Mobile,8794,Premium,Yearly
372,Andrea Terry,27,daniel35@example.net,"796 Sean Flat Apt. 273, Jonesstad, ME 57889",Mobile,314,Premium,3 Month
373,Chelsea Ellis,20,preed@example.com,"53298 Jones Village Apt. 011, Jacksonbury, MS 14488",Mobile,848,Premium,Monthly
374,Dana Smith,53,ismith@example.com,"172 Jordan Plains, East Angela, ND 43334",Desktop,4682,Premium,3 Month
375,Kayla Waller,44,lcobb@example.com,"05440 Cook Drive Suite 306, Susanchester, IA 64570",Desktop,359,Premium,Yearly
376,Ashley King,44,jacobramos@example.org,"09449 Gutierrez Centers Apt. 879, Nguyenshire, WY 53965",Mobile,7840,Family,3 Month
377,Natalie Dillon,50,chloedalton@example.net,"50346 Hughes Court, Robinsonchester, IL 76916",Tablet,3719,Premium,Monthly
378,John Brewer,44,qacevedo@example.com,"0052 Heather River, South Jeffreyside, GA 12400",Desktop,139,Premium,Yearly
379,Jacob Long,44,shane03@example.com,"57890 Rush Lodge Suite 021, South Tiffanyshire, IN 47451",Tablet,3861,Premium,Monthly
380,James Jenkins,40,hardinbrian@example.net,"423 Leblanc Viaduct Apt. 601, Rivaschester, VT 50107",Desktop,1780,Free,3 Month
381,Kayla Rivera,44,nicholas37@example.com,"07109 Aaron Oval, East Nicole, VI 68188",Tablet,8206,Premium,Yearly
